cust_id,age,Gender,Usage Frequency,Support Calls,type_plan,arrival_year,arrival_month,arrival_date,market_segment_type,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,Total Spend,no_of_special_requests,booking_status
INN21937,65,Male,5,1,Premium,2024,4,2,Online,0,0,594,1,Not_Canceled
INN19429,37,Male,19,1,Premium,2024,5,10,Online,0,0,508,1,Canceled
INN02496,35,Male,28,9,Premium,2024,7,11,Offline,0,0,291,0,Not_Canceled
INN23775,42,Male,28,9,Premium,2024,11,7,Online,0,0,445,2,Not_Canceled
INN12100,63,Male,17,4,Standard,2023,10,8,Offline,0,0,451,0,Canceled
INN03479,41,Male,6,8,Standard,2024,1,22,Online,0,0,513,1,Not_Canceled
INN11991,29,Male,1,9,Standard,2024,7,21,Online,0,0,664,2,Not_Canceled
INN19698,21,Female,7,5,Basic,2023,10,12,Online,0,0,502,1,Not_Canceled
INN12080,33,Female,3,5,Basic,2024,5,21,Online,0,0,790,0,Canceled
INN34118,46,Male,20,1,Standard,2024,9,26,Offline,0,0,163,0,Canceled
INN26863,18,Male,26,4,Basic,2024,6,2,Online,0,0,698,0,Canceled
INN27753,50,Male,28,6,Basic,2023,8,5,Corporate,0,0,822,0,Not_Canceled
INN24813,46,Male,4,5,Standard,2024,9,11,Online,0,0,609,1,Canceled
INN15743,20,Female,30,8,Premium,2023,12,28,Offline,0,0,966,0,Not_Canceled
INN06141,29,Male,22,10,Premium,2024,9,14,Corporate,1,9,572,0,Not_Canceled
INN09313,35,Female,17,2,Premium,2023,9,30,Offline,0,0,391,0,Not_Canceled
INN32307,30,Male,16,5,Basic,2024,7,21,Online,0,0,329,2,Not_Canceled
INN12327,58,Female,29,0,Basic,2024,4,29,Online,0,0,688,0,Not_Canceled
INN27033,40,Male,26,6,Premium,2024,7,19,Online,0,0,913,0,Canceled
INN20037,59,Female,30,0,Premium,2024,7,7,Online,0,0,578,0,Canceled
INN05432,27,Female,12,1,Premium,2024,9,4,Online,0,0,503,0,Canceled
INN14037,50,Male,17,10,Basic,2024,5,12,Corporate,0,0,853,0,Not_Canceled
INN22976,23,Female,23,8,Basic,2024,6,24,Offline,0,0,646,0,Canceled
INN27005,56,Male,10,9,Basic,2024,6,15,Offline,0,0,124,0,Canceled
INN14862,50,Male,13,1,Basic,2024,6,9,Offline,0,0,401,0,Not_Canceled
INN30496,37,Female,26,10,Standard,2024,10,3,Offline,0,0,158,0,Canceled
INN11507,52,Female,22,6,Standard,2024,8,15,Online,0,0,886,1,Not_Canceled
INN19483,33,Male,17,10,Basic,2024,6,26,Online,0,0,538,1,Not_Canceled
INN07843,27,Female,10,7,Premium,2023,8,21,Online,0,0,340,2,Not_Canceled
INN14928,61,Female,26,3,Basic,2024,10,4,Offline,0,0,794,0,Canceled
INN18700,48,Female,15,10,Premium,2024,9,25,Online,0,0,381,3,Not_Canceled
INN31999,59,Female,3,10,Standard,2023,8,14,Offline,0,0,391,0,Not_Canceled
INN24280,30,Male,17,10,Standard,2023,10,16,Online,0,0,368,0,Not_Canceled
INN10855,56,Male,28,4,Premium,2024,6,2,Online,0,0,462,1,Not_Canceled
INN30688,32,Male,4,7,Standard,2024,7,1,Offline,0,0,874,0,Canceled
INN06021,51,Female,15,1,Premium,2024,8,8,Online,0,0,770,1,Canceled
INN24863,52,Female,12,1,Basic,2024,10,16,Offline,0,0,980,0,Canceled
INN30845,29,Female,4,9,Premium,2024,9,6,Online,0,0,223,0,Not_Canceled
INN19578,65,Female,10,4,Standard,2023,12,9,Offline,0,0,443,1,Not_Canceled
INN11618,56,Female,8,9,Premium,2023,10,15,Online,0,0,642,2,Not_Canceled
INN04425,38,Female,3,0,Standard,2024,1,2,Offline,0,0,279,0,Not_Canceled
INN00200,57,Female,19,3,Premium,2024,9,26,Online,0,0,553,0,Canceled
INN04561,58,Male,26,9,Basic,2024,5,23,Online,0,0,523,2,Not_Canceled
INN23212,60,Male,2,1,Standard,2024,7,27,Online,0,0,956,1,Canceled
INN04911,21,Male,3,9,Premium,2024,10,7,Corporate,0,0,297,0,Not_Canceled
INN31698,47,Female,14,6,Premium,2024,4,2,Online,0,0,546,0,Canceled
INN20689,19,Female,2,1,Standard,2024,9,26,Online,0,0,603,0,Canceled
INN31591,19,Female,8,7,Premium,2024,10,7,Online,0,0,385,0,Canceled
INN29890,47,Female,15,0,Basic,2024,4,28,Online,0,0,562,1,Not_Canceled
INN33961,27,Female,10,0,Standard,2024,11,18,Online,0,0,619,2,Not_Canceled
INN13785,64,Female,21,4,Basic,2024,4,23,Online,0,0,779,1,Not_Canceled
INN35804,55,Male,28,6,Standard,2024,4,14,Online,0,0,846,1,Not_Canceled
INN11310,34,Female,16,2,Basic,2023,9,25,Online,0,0,430,1,Not_Canceled
INN30610,63,Female,9,0,Basic,2024,3,17,Online,0,0,998,1,Not_Canceled
INN19177,56,Male,2,6,Basic,2024,1,18,Offline,0,0,844,0,Not_Canceled
INN30635,23,Male,11,3,Premium,2024,2,19,Corporate,0,0,694,0,Not_Canceled
INN26179,29,Female,14,2,Standard,2023,9,24,Offline,0,0,506,0,Not_Canceled
INN22379,20,Male,8,3,Standard,2024,7,12,Online,0,0,588,1,Not_Canceled
INN08806,44,Male,25,9,Standard,2023,9,18,Offline,0,0,147,0,Not_Canceled
INN15533,35,Male,3,0,Basic,2024,4,7,Online,0,0,187,0,Canceled
INN00408,51,Female,23,1,Standard,2024,12,26,Online,0,0,840,2,Canceled
INN08539,55,Female,1,7,Basic,2024,8,28,Offline,0,0,223,3,Not_Canceled
INN01946,63,Male,5,6,Basic,2024,12,5,Online,0,0,620,0,Not_Canceled
INN07470,40,Male,16,10,Standard,2024,9,21,Corporate,0,5,680,1,Not_Canceled
INN09694,58,Female,8,2,Standard,2024,10,31,Online,0,0,556,0,Canceled
INN19435,26,Female,14,3,Standard,2023,12,24,Online,0,0,418,1,Not_Canceled
INN32281,23,Female,25,1,Standard,2024,10,17,Online,0,0,649,2,Canceled
INN18252,38,Female,3,0,Standard,2024,9,25,Online,0,0,476,0,Not_Canceled
INN01358,21,Male,18,6,Standard,2024,7,21,Online,0,0,514,0,Canceled
INN11106,46,Female,8,0,Standard,2024,3,25,Offline,0,0,605,0,Canceled
INN15657,28,Female,6,7,Standard,2024,12,27,Online,0,0,650,2,Not_Canceled
INN27523,54,Female,28,2,Basic,2024,9,22,Offline,0,0,753,2,Not_Canceled
INN12491,64,Male,12,4,Standard,2024,3,31,Online,0,0,459,1,Not_Canceled
INN01415,33,Female,6,7,Premium,2024,12,7,Online,0,0,408,2,Not_Canceled
INN22012,34,Male,24,4,Basic,2024,6,15,Offline,0,0,435,0,Canceled
INN24593,37,Male,27,5,Basic,2024,2,7,Online,0,0,621,1,Canceled
INN32769,63,Female,19,5,Premium,2024,11,19,Online,0,0,530,0,Canceled
INN09557,43,Male,14,1,Standard,2024,2,28,Offline,0,0,230,0,Canceled
INN10229,51,Male,25,5,Premium,2024,10,21,Online,0,0,942,0,Not_Canceled
INN26457,44,Male,5,8,Premium,2024,11,27,Online,0,0,520,0,Not_Canceled
INN26227,56,Male,3,10,Basic,2024,8,19,Offline,0,0,851,0,Canceled
INN08337,52,Male,23,1,Basic,2024,5,2,Offline,0,0,215,1,Not_Canceled
INN17871,64,Male,2,6,Basic,2023,12,30,Online,1,0,193,1,Not_Canceled
INN30962,27,Male,1,8,Premium,2024,9,2,Online,0,0,286,0,Canceled
INN23666,51,Male,26,4,Basic,2024,9,13,Corporate,0,0,810,1,Not_Canceled
INN01051,48,Female,14,1,Basic,2024,4,12,Online,0,0,786,1,Not_Canceled
INN24576,38,Female,17,6,Basic,2024,2,25,Online,0,0,932,1,Not_Canceled
INN21713,26,Female,3,8,Standard,2024,6,13,Online,0,0,206,1,Not_Canceled
INN12038,43,Female,25,9,Standard,2024,6,20,Offline,0,0,944,0,Not_Canceled
INN09921,28,Female,11,9,Standard,2023,12,23,Online,0,0,787,1,Not_Canceled
INN17961,28,Female,9,9,Standard,2024,2,15,Online,0,0,807,1,Not_Canceled
INN07543,27,Male,24,5,Premium,2024,11,2,Online,0,0,323,3,Not_Canceled
INN29866,33,Female,13,10,Premium,2024,6,6,Offline,0,0,227,0,Not_Canceled
INN05804,38,Male,24,3,Standard,2024,4,3,Online,0,0,318,1,Not_Canceled
INN17610,23,Male,3,9,Basic,2024,10,17,Online,0,0,954,1,Canceled
INN03065,37,Female,18,1,Premium,2024,9,27,Offline,0,0,984,0,Not_Canceled
INN25150,21,Female,10,1,Standard,2024,5,20,Offline,0,0,576,0,Canceled
INN14584,21,Male,23,6,Standard,2024,6,19,Online,0,0,203,1,Not_Canceled
INN18011,34,Female,5,7,Basic,2024,10,21,Offline,0,0,351,0,Canceled
INN21303,26,Female,21,7,Basic,2023,12,5,Online,0,0,352,1,Not_Canceled
INN27205,56,Male,22,2,Standard,2024,10,6,Online,0,0,417,0,Canceled
INN23116,33,Male,8,9,Basic,2024,4,29,Online,0,0,730,0,Canceled
INN13639,23,Male,17,5,Premium,2024,12,4,Online,0,0,395,2,Canceled
INN33182,46,Male,3,1,Premium,2024,11,18,Online,0,0,276,1,Not_Canceled
INN27184,26,Female,1,6,Basic,2024,11,16,Corporate,0,0,976,0,Not_Canceled
INN23143,29,Male,21,5,Premium,2024,4,18,Online,0,0,646,1,Not_Canceled
INN05624,57,Female,28,9,Basic,2024,10,9,Online,0,0,677,0,Canceled
INN19537,29,Male,24,6,Premium,2024,4,7,Online,0,0,718,0,Canceled
INN18822,25,Female,18,1,Basic,2024,9,28,Online,0,0,254,0,Canceled
INN25149,32,Female,29,2,Basic,2024,11,13,Complementary,0,0,301,0,Not_Canceled
INN21641,64,Male,1,1,Standard,2024,8,1,Online,0,0,500,1,Canceled
INN30848,50,Female,8,10,Standard,2024,6,3,Offline,0,0,125,0,Canceled
INN20371,36,Male,27,0,Basic,2024,9,10,Online,0,0,450,0,Canceled
INN18022,18,Female,4,3,Premium,2023,10,16,Offline,0,0,641,0,Canceled
INN03418,46,Male,13,0,Standard,2024,1,14,Corporate,0,0,512,0,Not_Canceled
INN33598,29,Female,16,8,Standard,2024,10,14,Offline,0,0,894,0,Canceled
INN21938,28,Male,14,8,Basic,2023,8,14,Offline,0,0,179,0,Not_Canceled
INN04116,27,Female,18,6,Standard,2024,5,13,Online,0,0,581,0,Canceled
INN29419,22,Female,7,3,Standard,2024,5,16,Online,0,0,920,2,Not_Canceled
INN33415,50,Male,1,2,Basic,2024,9,13,Offline,0,0,196,0,Not_Canceled
INN12682,48,Male,1,5,Basic,2023,9,16,Online,0,0,978,0,Not_Canceled
INN30075,25,Male,16,5,Premium,2024,1,25,Corporate,0,0,674,0,Not_Canceled
INN09085,49,Female,11,2,Standard,2024,11,1,Offline,0,0,547,0,Canceled
INN14287,53,Male,30,10,Basic,2024,10,14,Offline,0,0,550,1,Canceled
INN26879,40,Female,2,9,Basic,2024,6,15,Offline,0,0,880,0,Canceled
INN18810,38,Female,1,6,Basic,2024,11,4,Offline,0,0,732,0,Not_Canceled
INN10203,49,Female,26,4,Standard,2023,8,8,Online,0,0,624,0,Not_Canceled
INN17967,23,Female,12,5,Basic,2023,9,13,Online,0,0,557,2,Not_Canceled
INN30291,22,Female,14,10,Premium,2024,2,21,Online,0,0,630,1,Not_Canceled
INN33255,26,Male,10,10,Basic,2023,9,18,Offline,0,0,474,0,Not_Canceled
INN21505,55,Male,27,3,Basic,2024,8,29,Online,0,0,307,2,Canceled
INN10821,30,Female,10,7,Basic,2024,6,29,Offline,0,0,266,0,Not_Canceled
INN07105,18,Male,8,3,Premium,2023,8,23,Online,0,0,848,3,Not_Canceled
INN10950,60,Male,26,10,Premium,2024,10,13,Offline,0,0,812,0,Not_Canceled
INN07256,54,Female,21,6,Standard,2024,5,8,Offline,0,0,881,1,Not_Canceled
INN30844,21,Female,2,2,Standard,2024,7,2,Online,0,0,191,2,Not_Canceled
INN00821,63,Female,5,10,Basic,2024,2,28,Offline,0,0,151,0,Not_Canceled
INN30362,29,Female,21,4,Premium,2024,7,21,Offline,0,0,562,0,Not_Canceled
INN17586,48,Female,2,0,Basic,2024,12,7,Corporate,0,0,151,0,Not_Canceled
INN12968,60,Male,6,8,Standard,2023,11,20,Offline,0,0,170,0,Not_Canceled
INN05211,60,Male,26,4,Basic,2024,7,18,Online,0,0,998,1,Canceled
INN34688,64,Male,24,6,Basic,2024,8,3,Online,0,0,360,2,Not_Canceled
INN14007,39,Male,3,1,Premium,2024,3,2,Offline,0,0,741,0,Not_Canceled
INN28673,54,Female,4,2,Basic,2023,9,8,Complementary,0,3,762,0,Not_Canceled
INN14315,47,Female,7,1,Basic,2024,4,25,Online,0,0,579,1,Not_Canceled
INN25307,31,Female,17,1,Basic,2024,10,15,Online,0,0,884,2,Not_Canceled
INN06004,22,Male,19,2,Basic,2024,4,22,Online,0,0,934,2,Not_Canceled
INN21426,55,Female,8,5,Standard,2023,10,2,Online,0,0,692,1,Not_Canceled
INN12231,50,Female,10,3,Basic,2023,9,4,Offline,0,0,738,0,Not_Canceled
INN34051,48,Female,7,3,Standard,2024,11,27,Online,0,0,244,0,Canceled
INN25016,35,Male,5,4,Premium,2023,7,17,Offline,0,0,612,0,Canceled
INN20939,52,Female,29,3,Standard,2024,12,5,Online,0,0,990,0,Not_Canceled
INN34029,50,Male,17,10,Basic,2024,7,5,Online,0,0,946,1,Not_Canceled
INN24647,26,Male,3,3,Standard,2024,7,4,Online,0,0,863,1,Canceled
INN11012,29,Male,8,0,Premium,2024,3,25,Offline,0,0,181,0,Canceled
INN32570,51,Male,29,1,Premium,2024,1,20,Online,0,0,932,1,Not_Canceled
INN23134,46,Male,1,8,Basic,2023,10,5,Offline,0,0,547,0,Canceled
INN25487,33,Female,3,10,Standard,2024,7,26,Corporate,0,0,235,0,Not_Canceled
INN32499,31,Male,13,10,Standard,2024,12,3,Online,0,0,255,0,Not_Canceled
INN17472,24,Female,30,3,Standard,2023,11,2,Online,0,0,492,0,Not_Canceled
INN34578,22,Female,6,5,Basic,2024,7,31,Online,0,0,415,1,Not_Canceled
INN30749,40,Male,1,6,Basic,2023,8,16,Online,0,0,427,0,Canceled
INN09890,40,Female,26,10,Standard,2024,5,13,Online,0,0,724,1,Canceled
INN26260,64,Female,26,7,Basic,2024,10,25,Online,0,0,326,0,Not_Canceled
INN05721,27,Male,27,3,Premium,2023,7,25,Online,0,0,974,0,Canceled
INN21123,18,Female,2,4,Basic,2024,7,25,Online,0,0,681,0,Canceled
INN29884,65,Male,13,8,Basic,2024,6,13,Offline,0,0,269,0,Canceled
INN21880,38,Female,13,8,Premium,2024,11,6,Online,0,0,747,1,Not_Canceled
INN17792,22,Female,11,9,Premium,2024,9,23,Online,0,0,309,1,Not_Canceled
INN25223,32,Female,12,7,Basic,2024,1,21,Online,0,0,224,0,Not_Canceled
INN09321,41,Male,3,10,Premium,2024,5,5,Offline,0,0,856,0,Canceled
INN35062,42,Male,10,3,Standard,2024,9,29,Corporate,0,0,424,0,Not_Canceled
INN14273,51,Male,25,4,Standard,2024,6,26,Online,0,0,968,2,Not_Canceled
INN08219,60,Male,12,6,Basic,2024,4,2,Online,0,0,614,1,Not_Canceled
INN33739,38,Female,28,0,Standard,2024,10,27,Online,0,0,214,1,Not_Canceled
INN00285,20,Female,12,9,Premium,2024,9,7,Online,0,0,908,0,Canceled
INN10944,20,Male,18,3,Standard,2024,11,1,Online,0,0,239,2,Not_Canceled
INN05094,30,Female,8,3,Standard,2023,10,6,Online,0,0,123,1,Not_Canceled
INN08847,62,Female,25,5,Premium,2024,6,17,Offline,0,0,683,0,Not_Canceled
INN32624,50,Female,13,3,Premium,2024,5,15,Online,0,0,578,1,Not_Canceled
INN12872,27,Female,5,10,Standard,2024,6,26,Online,0,0,534,1,Not_Canceled
INN22889,30,Female,10,0,Basic,2023,9,14,Offline,0,0,386,0,Not_Canceled
INN05918,26,Male,15,9,Basic,2024,5,12,Online,0,0,939,0,Canceled
INN14172,44,Female,12,4,Basic,2024,4,29,Online,0,0,214,1,Not_Canceled
INN08454,52,Male,16,4,Basic,2024,6,20,Online,0,0,464,1,Not_Canceled
INN21164,63,Female,7,5,Standard,2024,10,4,Offline,0,0,665,0,Not_Canceled
INN34014,44,Female,23,2,Basic,2024,12,7,Offline,0,0,583,1,Not_Canceled
INN31735,52,Male,3,5,Premium,2024,11,18,Offline,0,0,135,0,Canceled
INN05188,34,Male,5,1,Premium,2023,12,17,Offline,0,0,650,0,Not_Canceled
INN14590,41,Female,11,0,Basic,2024,3,3,Online,0,0,640,1,Not_Canceled
INN31986,40,Female,29,10,Premium,2024,10,1,Online,0,0,787,0,Canceled
INN15422,55,Female,6,3,Premium,2024,4,28,Online,0,0,273,1,Not_Canceled
INN17999,49,Male,11,5,Basic,2024,1,30,Complementary,0,2,989,0,Not_Canceled
INN06499,45,Female,13,4,Standard,2024,5,23,Corporate,3,33,823,0,Not_Canceled
INN23273,45,Female,30,2,Premium,2024,9,22,Offline,0,0,339,0,Not_Canceled
INN16967,64,Male,3,3,Standard,2024,3,21,Online,0,0,666,0,Canceled
INN33487,19,Female,24,8,Standard,2024,12,6,Online,0,0,905,1,Not_Canceled
INN28224,32,Male,5,7,Premium,2024,11,26,Online,0,0,388,2,Not_Canceled
INN13589,63,Male,17,8,Basic,2023,8,1,Offline,0,0,796,0,Not_Canceled
INN17218,19,Female,20,1,Premium,2023,8,28,Online,0,0,530,1,Canceled
INN00657,38,Female,26,0,Basic,2024,5,29,Online,0,0,477,1,Not_Canceled
INN36122,45,Male,2,7,Standard,2024,4,28,Offline,0,0,491,0,Not_Canceled
INN18192,18,Male,9,5,Premium,2024,11,9,Online,0,0,323,2,Not_Canceled
INN11545,42,Female,27,0,Standard,2024,4,19,Offline,0,0,670,0,Canceled
INN18318,20,Female,12,2,Basic,2024,11,16,Offline,0,0,369,0,Not_Canceled
INN22752,57,Female,7,5,Premium,2024,12,9,Online,0,0,391,0,Not_Canceled
INN07086,53,Male,17,9,Standard,2023,9,4,Online,0,0,851,0,Canceled
INN30783,24,Female,23,1,Basic,2023,8,15,Online,0,0,173,1,Canceled
INN05457,42,Female,5,4,Basic,2024,3,24,Offline,0,0,677,0,Not_Canceled
INN16409,53,Female,13,0,Standard,2024,10,9,Online,0,0,451,1,Canceled
INN19317,51,Male,25,6,Basic,2024,6,20,Online,0,0,190,0,Canceled
INN03533,60,Male,23,8,Basic,2024,11,4,Online,0,0,419,0,Canceled
INN10869,19,Female,2,5,Standard,2024,9,17,Online,0,0,647,2,Not_Canceled
INN27630,59,Female,28,10,Premium,2023,8,14,Offline,0,0,377,0,Not_Canceled
INN30773,21,Female,29,2,Standard,2024,11,10,Online,0,0,485,2,Not_Canceled
INN31082,22,Male,29,10,Standard,2024,12,30,Online,0,0,751,1,Canceled
INN05767,59,Male,25,9,Standard,2024,11,8,Corporate,0,0,355,0,Not_Canceled
INN14648,22,Female,7,0,Premium,2023,12,27,Online,0,0,512,0,Not_Canceled
INN02785,23,Male,5,2,Premium,2024,6,24,Offline,0,0,985,0,Not_Canceled
INN19667,29,Male,10,5,Premium,2024,3,20,Offline,0,0,203,1,Not_Canceled
INN30507,23,Female,30,5,Basic,2024,4,20,Offline,0,0,224,0,Not_Canceled
INN07048,39,Male,24,6,Premium,2024,11,10,Online,0,0,329,2,Not_Canceled
INN00231,43,Male,16,6,Basic,2024,5,7,Online,0,0,493,0,Canceled
INN12508,50,Female,15,5,Standard,2023,7,13,Online,0,0,779,0,Canceled
INN30489,61,Female,3,5,Premium,2024,10,12,Aviation,0,0,556,0,Not_Canceled
INN07691,38,Male,3,7,Basic,2024,11,3,Offline,0,0,306,0,Canceled
INN02335,53,Male,28,0,Premium,2024,4,8,Online,0,0,585,0,Not_Canceled
INN01490,38,Female,23,10,Basic,2024,11,13,Online,0,0,523,0,Canceled
INN06384,26,Male,10,10,Basic,2024,11,1,Online,0,0,868,0,Canceled
INN09215,63,Male,25,7,Standard,2024,3,29,Online,0,0,167,1,Not_Canceled
INN08689,60,Female,22,2,Premium,2023,10,13,Online,0,0,472,1,Not_Canceled
INN26440,43,Male,27,4,Standard,2024,7,28,Online,0,0,275,0,Not_Canceled
INN07418,32,Female,17,4,Premium,2023,9,11,Offline,0,0,166,0,Not_Canceled
INN16888,49,Male,12,6,Standard,2023,8,11,Online,0,0,358,0,Not_Canceled
INN19491,24,Female,29,7,Premium,2024,7,4,Online,0,0,625,1,Not_Canceled
INN08629,34,Female,21,8,Basic,2024,9,2,Online,0,0,512,2,Not_Canceled
INN20288,31,Male,25,5,Standard,2024,11,1,Offline,0,0,325,0,Canceled
INN14661,48,Male,18,1,Basic,2024,3,24,Online,0,0,600,2,Not_Canceled
INN24241,23,Female,24,10,Standard,2024,4,6,Offline,0,0,561,0,Not_Canceled
INN19648,23,Male,23,9,Standard,2024,10,12,Online,0,0,960,0,Not_Canceled
INN16769,62,Female,23,9,Standard,2024,10,11,Offline,0,0,799,0,Not_Canceled
INN24708,26,Male,25,5,Premium,2024,5,17,Offline,0,0,352,0,Not_Canceled
INN04257,18,Male,2,0,Premium,2024,1,14,Online,0,0,358,0,Not_Canceled
INN19026,24,Male,10,4,Standard,2023,9,18,Offline,0,0,450,0,Not_Canceled
INN14772,57,Female,19,3,Premium,2024,2,22,Online,0,0,572,1,Not_Canceled
INN17307,21,Male,7,10,Premium,2024,6,1,Online,0,0,901,0,Canceled
INN28285,43,Female,28,0,Basic,2024,9,6,Corporate,3,43,996,0,Not_Canceled
INN00368,49,Female,20,9,Standard,2024,4,9,Offline,0,0,277,1,Not_Canceled
INN35035,65,Female,29,0,Basic,2024,10,1,Online,0,0,379,0,Canceled
INN21136,65,Female,20,3,Standard,2024,6,15,Offline,0,0,397,0,Canceled
INN31162,32,Male,22,7,Premium,2023,10,11,Online,0,0,944,0,Not_Canceled
INN28495,40,Female,15,4,Basic,2024,6,12,Offline,0,0,573,0,Canceled
INN35199,18,Male,14,10,Basic,2024,12,20,Online,0,0,273,2,Not_Canceled
INN08320,53,Female,19,3,Premium,2024,5,17,Online,0,0,654,1,Not_Canceled
INN07555,50,Male,19,0,Basic,2024,10,12,Online,0,0,847,0,Canceled
INN16927,23,Female,17,8,Premium,2024,12,13,Online,0,0,256,2,Not_Canceled
INN13843,56,Male,21,3,Standard,2024,6,1,Online,0,0,891,2,Not_Canceled
INN16795,50,Female,3,6,Premium,2024,9,11,Online,0,0,548,3,Not_Canceled
INN35711,20,Male,26,6,Premium,2024,5,8,Offline,0,0,210,0,Not_Canceled
INN14444,62,Female,6,8,Premium,2024,4,16,Online,0,0,943,1,Not_Canceled
INN00457,49,Male,13,9,Basic,2024,10,31,Online,0,0,917,1,Canceled
INN24555,35,Male,11,1,Basic,2024,10,3,Online,0,0,210,1,Not_Canceled
INN31202,48,Male,13,2,Basic,2024,6,20,Online,0,0,581,1,Not_Canceled
INN22729,24,Male,5,9,Standard,2024,5,22,Online,0,0,606,1,Canceled
INN01806,54,Male,16,3,Standard,2024,11,10,Online,0,0,552,0,Canceled
INN18462,41,Male,15,10,Premium,2024,2,28,Offline,0,0,894,0,Canceled
INN00031,56,Female,5,10,Standard,2023,9,19,Online,0,0,424,1,Not_Canceled
INN13644,48,Male,12,5,Standard,2024,4,4,Online,0,0,956,2,Not_Canceled
INN19413,28,Female,17,9,Basic,2024,8,14,Online,0,0,281,0,Canceled
INN08307,65,Female,22,2,Basic,2024,8,4,Offline,0,0,896,0,Not_Canceled
INN03163,19,Male,9,10,Standard,2024,7,14,Online,0,0,340,2,Not_Canceled
INN20185,64,Female,29,5,Premium,2024,9,23,Online,0,0,144,2,Not_Canceled
INN34646,48,Female,7,10,Premium,2024,12,4,Offline,0,0,529,1,Not_Canceled
INN31164,42,Male,25,9,Premium,2024,4,14,Offline,0,0,768,0,Not_Canceled
INN20106,22,Male,7,1,Standard,2024,5,19,Online,0,0,730,0,Canceled
INN01006,64,Male,25,7,Basic,2024,1,20,Complementary,0,2,666,0,Not_Canceled
INN16350,50,Male,18,4,Basic,2024,10,1,Online,0,0,601,1,Not_Canceled
INN30599,37,Male,23,2,Standard,2024,6,2,Online,0,0,323,0,Canceled
INN25631,54,Female,16,6,Premium,2023,12,30,Offline,0,0,664,0,Not_Canceled
INN29151,57,Male,4,0,Premium,2024,11,18,Online,0,0,351,1,Not_Canceled
INN09113,25,Female,7,1,Premium,2024,9,30,Online,0,0,502,1,Not_Canceled
INN25215,33,Female,3,6,Standard,2024,6,15,Offline,0,0,510,0,Not_Canceled
INN31021,54,Male,19,3,Premium,2024,8,14,Online,0,0,519,2,Not_Canceled
INN29565,52,Male,13,1,Standard,2024,3,7,Online,0,0,726,1,Not_Canceled
INN15663,38,Female,9,0,Basic,2024,10,13,Online,0,0,792,0,Not_Canceled
INN13702,42,Male,5,8,Basic,2024,9,13,Offline,0,0,498,1,Canceled
INN15426,58,Male,22,10,Basic,2024,6,23,Online,0,0,967,0,Not_Canceled
INN02387,45,Male,13,5,Standard,2024,5,18,Online,0,0,221,1,Not_Canceled
INN22219,31,Female,8,0,Standard,2024,5,13,Offline,0,0,783,1,Not_Canceled
INN33317,32,Female,2,0,Basic,2024,12,2,Online,0,0,739,0,Canceled
INN33672,38,Female,12,4,Basic,2024,9,7,Online,0,0,603,1,Not_Canceled
INN19514,43,Female,9,10,Premium,2023,9,25,Offline,0,0,661,0,Not_Canceled
INN22147,53,Male,17,7,Standard,2023,10,2,Offline,0,0,353,0,Not_Canceled
INN32184,22,Male,25,1,Standard,2024,7,27,Online,0,0,661,1,Canceled
INN18814,62,Female,14,9,Premium,2024,9,30,Online,0,0,878,1,Not_Canceled
INN00537,49,Male,20,3,Basic,2024,8,31,Online,0,0,610,0,Canceled
INN14834,48,Male,5,10,Premium,2024,6,15,Offline,0,0,535,0,Canceled
INN01841,30,Female,4,1,Premium,2023,10,15,Offline,0,0,747,0,Not_Canceled
INN03779,29,Female,29,10,Premium,2023,7,17,Online,0,0,335,0,Canceled
INN20650,58,Female,18,9,Premium,2024,9,22,Offline,0,0,650,0,Not_Canceled
INN01719,26,Female,24,1,Standard,2024,8,16,Online,0,0,945,1,Not_Canceled
INN18268,43,Male,11,2,Standard,2023,10,31,Online,0,0,734,0,Not_Canceled
INN10677,22,Female,17,0,Standard,2024,5,13,Offline,0,0,413,0,Canceled
INN11926,20,Female,11,7,Standard,2024,7,13,Online,0,0,510,2,Not_Canceled
INN09021,31,Female,22,5,Basic,2024,4,30,Offline,0,0,987,0,Not_Canceled
INN00965,40,Male,18,10,Standard,2024,4,20,Offline,0,0,265,1,Not_Canceled
INN19238,60,Male,25,1,Premium,2024,5,18,Online,0,0,254,0,Canceled
INN24370,32,Female,26,4,Premium,2024,3,26,Online,0,0,243,0,Not_Canceled
INN28551,35,Female,6,4,Basic,2024,5,4,Offline,0,0,764,0,Not_Canceled
INN17632,55,Female,9,1,Basic,2024,10,28,Offline,0,0,262,0,Not_Canceled
INN16752,52,Female,25,7,Standard,2024,3,17,Offline,0,0,922,0,Not_Canceled
INN07840,38,Female,2,2,Standard,2024,3,1,Online,0,0,730,1,Not_Canceled
INN34468,41,Male,24,0,Standard,2024,3,31,Corporate,1,8,198,2,Not_Canceled
INN01582,21,Female,15,9,Premium,2023,10,10,Offline,0,0,563,0,Not_Canceled
INN27892,21,Female,25,1,Standard,2024,7,29,Online,0,0,790,2,Not_Canceled
INN10024,58,Male,20,9,Basic,2024,2,20,Online,0,0,199,1,Not_Canceled
INN02567,31,Male,5,10,Standard,2024,11,3,Online,0,0,310,0,Canceled
INN18488,53,Female,22,2,Basic,2024,4,7,Online,0,0,162,1,Not_Canceled
INN06203,18,Male,12,6,Standard,2024,7,29,Online,0,0,453,1,Not_Canceled
