arrival_month,Total_spend,no_of_special_requests,arrival_date,age,Usage_frequency,Support_calls,market_segment_type,type_plan,arrival_year,booking_status
3,718,2,26,48,13,9,4,1,2024,1
5,688,0,17,25,15,9,4,0,2024,0
2,382,1,13,34,21,7,4,2,2024,1
4,765,0,26,46,18,5,3,0,2024,1
10,649,2,23,32,6,4,4,0,2024,1
4,543,0,2,23,14,2,4,1,2024,0
9,443,1,20,61,10,8,4,0,2024,0
12,897,2,1,22,28,1,4,1,2024,1
3,742,0,24,26,26,0,4,2,2024,1
6,206,0,27,51,20,3,4,2,2024,1
8,579,1,5,57,3,8,4,2,2024,1
2,538,0,19,28,6,3,3,0,2024,1
6,638,0,30,40,11,2,4,1,2024,1
1,145,0,19,34,7,10,3,1,2024,1
10,505,0,30,63,25,5,3,2,2024,0
8,462,0,5,37,4,2,2,1,2023,0
10,447,0,21,36,1,7,3,0,2023,1
9,115,0,21,37,12,9,3,0,2023,1
10,467,0,12,35,26,5,3,2,2024,0
10,903,1,28,19,15,5,4,1,2024,0
5,636,0,1,48,30,5,4,2,2024,0
12,769,1,26,40,5,5,4,1,2024,1
5,806,0,6,46,22,5,4,1,2024,0
10,823,1,29,29,25,2,3,0,2024,1
7,612,1,30,59,10,1,3,1,2024,0
9,699,1,5,61,21,7,4,1,2024,0
12,592,1,11,47,6,8,1,1,2023,1
8,781,2,22,26,23,7,4,0,2024,1
3,876,0,23,34,29,9,4,2,2024,0
1,438,0,23,24,2,8,1,0,2024,1
6,737,0,15,28,2,9,3,0,2024,0
4,521,0,11,65,4,0,3,0,2024,1
8,320,0,3,29,26,5,4,2,2024,0
5,944,0,10,23,22,8,3,1,2024,0
6,592,1,26,30,25,2,4,1,2024,0
7,772,1,30,40,26,10,3,2,2024,0
1,161,0,12,60,13,7,4,1,2024,1
7,988,0,17,37,2,0,3,0,2023,1
12,603,0,27,34,12,8,4,1,2024,1
8,718,1,5,48,7,7,4,0,2023,1
7,835,1,29,36,16,3,1,0,2023,1
6,426,0,15,59,29,2,4,0,2024,0
6,246,0,20,36,26,2,4,0,2024,0
5,139,2,11,23,10,9,4,1,2024,1
11,327,2,22,40,4,1,4,0,2024,1
10,116,0,3,52,9,5,2,1,2024,1
10,344,0,29,50,14,8,3,0,2023,1
9,442,0,14,35,13,2,4,2,2024,0
2,575,1,26,63,12,8,4,0,2024,0
2,828,0,29,21,25,4,2,2,2024,1
3,656,0,4,46,4,4,4,2,2024,0
9,597,2,7,53,15,1,4,0,2023,1
5,406,0,12,52,19,1,4,1,2024,0
9,510,0,24,49,27,10,3,0,2023,1
2,864,0,18,60,15,7,4,1,2024,0
9,276,0,3,26,7,3,3,0,2024,1
10,633,1,14,47,30,9,3,2,2024,0
10,270,1,20,22,10,6,4,0,2024,0
12,799,1,29,30,4,2,4,0,2024,1
6,411,0,18,35,16,1,3,2,2024,1
5,341,1,30,22,17,5,4,1,2024,1
9,522,0,8,64,29,9,3,2,2024,0
8,461,2,8,18,30,1,4,1,2024,1
5,825,0,12,64,15,3,4,0,2024,0
2,662,1,4,20,6,10,4,0,2024,1
11,315,1,24,42,22,2,2,2,2024,1
9,189,1,9,24,11,6,4,1,2024,1
8,494,1,25,26,23,6,4,1,2024,1
10,349,1,29,38,10,10,4,2,2024,1
2,972,1,9,61,13,9,4,2,2024,1
4,794,1,9,33,12,5,3,0,2024,1
10,208,0,20,30,25,0,4,1,2024,0
9,985,1,2,36,23,3,4,0,2023,1
11,966,1,1,43,20,8,4,2,2024,0
10,932,0,2,30,14,5,3,2,2023,1
4,178,0,8,18,12,2,4,1,2024,0
5,322,0,20,59,20,5,3,1,2024,1
7,208,1,15,53,6,7,4,2,2024,1
8,382,0,25,42,16,8,3,0,2024,1
11,411,1,5,38,9,9,4,0,2023,1
8,904,1,18,48,18,3,4,0,2024,0
8,903,0,13,21,18,5,3,1,2024,1
3,928,1,2,60,8,9,4,1,2024,1
1,846,2,19,21,16,10,4,1,2024,1
4,573,1,12,31,2,10,4,2,2024,1
5,677,0,12,52,2,4,4,2,2024,0
1,228,1,16,33,10,4,3,1,2024,1
3,313,2,21,35,3,6,4,0,2024,1
12,781,0,9,47,8,10,4,1,2024,0
2,665,0,16,59,4,3,3,1,2024,1
7,597,0,21,34,30,4,3,2,2024,0
7,519,1,30,36,26,9,3,0,2024,0
5,348,0,31,32,8,2,4,1,2024,1
8,458,1,8,32,1,9,4,2,2024,0
10,976,0,12,31,7,2,3,1,2023,1
6,895,1,15,38,9,10,3,2,2024,1
4,606,1,8,61,25,8,4,1,2024,1
7,273,0,17,61,2,9,3,1,2023,1
12,983,1,13,30,10,1,2,2,2024,1
8,678,0,29,20,30,6,4,0,2024,1
11,660,0,23,56,28,0,2,1,2024,0
2,489,2,8,63,14,10,4,2,2024,1
10,988,1,12,54,30,2,4,1,2024,0
10,633,0,3,47,8,7,2,1,2024,1
9,462,0,2,21,22,9,0,0,2024,1
8,452,2,28,42,1,5,4,1,2023,1
3,266,0,20,38,1,5,3,2,2024,1
4,282,0,28,20,6,0,4,1,2024,0
8,317,0,10,61,26,1,4,0,2024,0
10,970,1,13,39,24,4,4,0,2024,1
12,383,1,27,21,26,3,3,0,2024,1
4,390,0,8,45,7,1,3,2,2024,1
2,782,1,22,52,25,3,4,0,2024,1
8,742,2,8,42,9,2,4,2,2024,1
5,665,2,26,38,25,3,4,0,2024,1
10,466,0,18,51,8,6,4,0,2023,1
8,897,0,20,53,5,2,4,0,2023,0
4,631,0,12,40,14,9,4,2,2024,0
10,212,0,5,21,13,8,3,2,2023,1
9,127,1,21,46,3,7,3,2,2024,0
8,167,3,12,49,30,10,4,2,2023,1
3,191,1,9,62,25,6,4,2,2024,1
10,553,0,10,28,2,5,4,1,2024,0
2,244,0,10,48,12,7,3,0,2024,1
8,711,0,6,47,26,10,3,1,2024,0
6,889,0,15,38,11,10,4,2,2024,0
6,620,0,24,58,30,3,3,1,2024,1
9,845,2,3,39,2,0,4,1,2023,1
1,532,1,23,41,21,3,4,1,2024,1
7,307,1,22,25,11,2,4,2,2024,0
10,111,1,18,30,13,10,4,2,2023,1
4,841,0,21,29,30,10,4,0,2024,0
10,434,2,17,48,6,5,4,1,2024,1
9,393,0,26,33,15,6,4,1,2024,0
3,572,0,29,47,2,9,4,1,2024,0
7,757,0,23,26,21,0,4,2,2024,0
6,384,1,5,62,30,8,4,1,2024,1
9,510,2,3,24,10,6,4,0,2024,1
5,803,2,15,51,28,3,4,0,2024,1
8,244,2,30,25,10,10,4,1,2024,1
8,503,0,21,35,15,5,4,1,2024,0
5,745,0,9,46,3,5,3,2,2024,1
10,963,1,2,34,7,1,4,0,2023,1
2,160,2,27,21,25,5,4,2,2024,1
8,442,0,31,35,28,3,4,1,2023,1
1,259,1,10,40,26,1,4,1,2024,1
9,407,1,23,30,14,10,4,2,2024,1
3,203,1,3,21,15,9,4,0,2024,0
9,949,0,17,62,13,9,3,2,2023,1
3,642,1,19,42,18,9,4,2,2024,0
4,339,0,4,37,26,10,4,2,2024,1
11,928,2,22,24,10,10,4,2,2024,1
10,697,4,28,18,18,9,4,0,2024,1
4,709,2,15,23,16,9,4,2,2024,1
8,866,0,22,29,10,2,4,1,2024,1
9,942,0,9,42,5,9,3,2,2024,1
8,717,0,10,28,12,4,4,2,2023,1
8,347,1,23,60,24,3,1,2,2023,1
9,542,2,21,50,25,10,4,0,2023,1
2,756,1,13,43,19,8,4,2,2024,1
6,906,1,26,18,27,9,4,1,2024,1
8,234,2,21,20,25,7,3,0,2024,1
7,666,0,16,54,20,3,4,1,2023,0
8,771,1,31,23,7,3,4,2,2024,1
4,121,0,24,35,1,6,3,0,2024,0
10,425,0,30,29,20,9,3,1,2024,1
4,468,0,18,48,19,2,3,1,2024,1
4,466,2,7,20,8,4,4,1,2024,1
9,364,0,21,34,27,10,4,2,2024,0
4,620,2,30,18,11,3,4,0,2024,1
8,553,0,15,49,22,9,4,1,2024,0
12,214,2,19,35,11,5,4,1,2024,1
4,385,0,17,52,5,7,3,0,2024,0
11,330,1,9,35,12,10,4,0,2024,1
10,668,0,2,40,19,4,4,1,2024,1
5,596,1,17,62,11,8,4,2,2024,1
5,850,0,31,41,13,9,4,1,2024,1
9,742,2,8,26,22,7,4,0,2024,1
7,448,1,15,46,10,7,4,2,2024,1
8,223,0,11,28,22,1,4,2,2024,1
10,506,0,4,24,25,6,1,0,2024,1
10,478,2,27,51,28,2,4,1,2024,1
5,973,0,25,48,20,9,4,1,2024,1
9,345,0,21,50,30,8,3,1,2023,1
12,833,1,23,58,15,2,4,2,2024,1
6,475,0,14,60,21,7,4,0,2024,1
3,431,0,31,31,16,10,2,1,2024,1
6,526,0,24,62,24,1,3,0,2024,1
4,590,0,16,53,19,4,4,2,2024,0
4,966,0,2,31,23,1,4,0,2024,0
8,947,0,5,21,14,6,4,1,2024,0
7,333,1,15,51,18,4,4,1,2024,1
5,534,0,13,55,24,9,3,0,2024,0
9,327,1,12,46,30,5,1,0,2024,1
7,113,0,4,55,6,3,3,1,2024,1
11,102,2,20,24,9,4,4,2,2023,1
9,806,0,13,60,13,7,3,0,2024,0
10,479,0,4,34,29,8,3,1,2023,1
9,342,1,21,57,14,10,4,1,2023,1
9,519,1,13,23,14,8,3,2,2024,0
7,630,0,26,42,15,5,3,0,2024,1
10,886,1,12,36,18,9,4,0,2024,1
11,638,0,28,44,1,8,3,1,2024,1
3,356,2,24,33,13,4,4,1,2024,1
8,393,0,18,33,25,4,4,2,2024,0
2,112,0,18,34,5,1,4,2,2024,0
8,849,1,23,22,9,9,4,2,2024,1
12,614,0,27,30,9,7,3,0,2023,1
8,986,1,5,24,6,10,4,0,2024,1
12,810,0,31,18,25,10,3,0,2023,1
7,183,0,8,32,18,9,4,2,2024,0
4,213,0,11,36,8,1,4,0,2024,0
9,850,0,20,34,21,9,2,1,2023,1
7,406,1,23,20,26,3,4,1,2024,1
10,487,0,17,52,7,7,2,0,2024,1
5,966,0,10,21,19,6,3,2,2024,1
1,903,1,24,53,5,10,4,0,2024,1
4,358,0,17,34,3,7,4,2,2024,1
10,921,0,30,33,8,1,4,2,2024,0
4,354,0,27,39,7,2,4,1,2024,0
10,252,2,1,59,7,6,4,1,2024,0
5,355,0,31,25,13,9,2,2,2024,0
10,416,2,1,61,2,0,4,1,2024,0
8,162,1,14,49,29,7,4,2,2024,1
7,604,0,1,56,15,2,3,1,2024,0
10,519,0,7,57,1,3,4,2,2023,1
10,512,0,16,45,28,10,3,1,2023,0
8,984,1,8,56,8,0,4,0,2024,0
11,565,0,30,39,18,10,3,1,2024,1
3,625,1,12,41,10,9,4,0,2024,1
6,741,0,8,50,30,8,3,2,2024,1
10,839,0,1,30,15,2,4,1,2024,0
12,461,0,18,37,8,8,2,2,2023,1
12,691,2,10,21,11,0,4,0,2024,1
1,855,1,15,37,26,2,4,1,2024,1
3,875,1,14,52,22,9,4,1,2024,1
11,784,0,4,48,7,0,3,2,2024,0
7,936,1,20,55,30,2,2,0,2024,1
7,165,0,4,58,6,2,2,0,2024,1
3,291,2,30,39,16,5,4,1,2024,1
7,338,0,25,63,10,8,4,1,2024,0
8,360,0,11,62,25,6,2,1,2024,1
6,512,0,4,44,7,8,4,2,2024,1
8,403,0,29,20,10,3,3,1,2024,1
10,407,0,20,19,7,1,4,2,2024,0
4,655,0,5,41,21,5,4,0,2024,0
8,881,0,7,50,1,5,4,1,2024,0
11,683,0,15,25,22,9,4,0,2024,0
9,559,0,26,28,9,3,4,2,2024,1
8,760,1,27,34,29,4,4,0,2024,0
4,431,1,16,57,18,0,4,1,2024,1
6,457,0,3,43,27,1,4,1,2024,1
9,325,0,21,57,4,8,3,1,2023,1
3,860,0,1,27,7,1,3,1,2024,1
10,283,2,17,48,17,9,4,1,2024,1
7,252,0,30,63,2,3,4,2,2023,0
12,736,0,8,43,25,2,4,2,2024,1
3,786,1,7,29,28,2,4,2,2024,1
3,651,0,11,42,1,1,2,1,2024,1
9,701,1,25,62,10,8,4,2,2024,1
1,866,0,23,25,13,8,4,1,2024,1
11,263,2,2,56,15,10,4,1,2024,1
12,705,2,22,65,29,7,4,1,2024,1
5,696,0,13,25,8,3,3,1,2024,0
4,556,0,8,39,22,10,3,2,2024,0
5,720,0,20,43,22,4,4,2,2024,0
6,304,0,24,21,15,8,3,1,2024,1
10,716,0,7,25,2,2,3,0,2024,0
8,435,0,15,45,30,9,4,0,2024,0
3,847,0,21,64,1,0,3,1,2024,1
6,865,1,28,55,24,7,4,1,2024,1
12,618,3,4,25,1,4,4,0,2023,1
6,234,0,17,26,22,10,3,1,2024,0
3,770,2,5,61,10,1,4,1,2024,1
10,491,2,4,41,13,8,4,2,2023,1
9,726,0,25,63,12,3,4,2,2023,1
11,212,1,1,57,25,5,4,2,2024,1
7,934,1,26,22,11,7,4,1,2024,1
11,714,0,2,61,5,1,4,0,2024,0
11,953,1,9,22,27,6,4,0,2024,1
12,715,0,9,65,25,3,3,2,2023,1
10,144,0,13,50,4,8,3,1,2024,1
10,629,0,6,57,24,6,3,0,2023,1
11,423,0,22,34,4,9,3,2,2023,1
8,877,2,15,32,4,1,4,0,2023,1
10,739,0,18,57,1,2,3,2,2023,1
10,593,1,24,25,9,0,4,0,2024,1
4,971,0,27,50,12,5,4,1,2024,0
6,169,0,21,56,16,9,4,2,2024,0
5,791,1,31,44,14,0,4,0,2024,1
1,485,0,15,31,14,5,4,2,2024,1
5,843,0,10,46,16,5,4,2,2024,1
8,694,1,8,46,9,1,4,2,2024,1
4,202,0,6,22,6,3,3,0,2024,0
2,247,0,25,63,7,0,4,1,2024,1
11,188,1,17,62,12,1,4,2,2024,0
2,749,0,20,43,8,3,3,1,2024,1
4,172,1,20,37,3,7,4,2,2024,1
1,729,0,11,41,15,1,4,1,2024,1
4,137,0,2,31,9,7,4,0,2024,0
3,309,1,1,43,5,2,4,1,2024,0
2,655,1,26,18,27,6,4,0,2024,1
10,439,0,16,47,10,9,4,2,2023,1
10,460,3,1,39,7,10,4,0,2024,1
10,440,0,8,36,26,6,3,2,2023,0
8,591,0,28,27,18,10,4,1,2024,1
10,868,0,11,40,19,7,4,0,2024,0
10,930,1,6,57,25,1,3,0,2024,1
9,918,2,8,58,23,4,4,2,2024,1
2,513,1,11,44,2,0,4,2,2024,1
10,206,0,3,48,17,5,4,0,2024,0
3,219,1,1,55,21,10,4,0,2024,0
9,967,0,19,63,15,2,3,0,2024,0
9,519,0,13,28,15,6,3,2,2024,1
9,604,1,7,19,10,9,1,2,2024,1
9,233,0,26,21,21,8,3,1,2024,1
3,779,1,23,26,29,3,4,0,2024,1
8,126,1,6,38,9,6,4,2,2024,1
3,487,0,11,23,6,3,3,0,2024,1
2,574,0,12,21,1,9,3,0,2024,1
2,584,0,23,63,8,9,4,2,2024,1
9,912,0,22,42,4,7,3,0,2024,1
8,631,0,15,48,27,0,3,1,2023,1
7,690,1,6,45,21,0,4,0,2024,1
7,139,1,18,50,28,3,4,1,2024,1
10,212,2,6,63,12,9,4,1,2024,1
4,440,2,20,41,19,10,4,0,2024,1
11,888,2,22,19,10,1,4,2,2024,1
6,770,0,1,62,3,0,4,2,2024,0
7,599,0,20,40,2,0,3,1,2024,1
11,309,1,6,63,5,1,4,0,2024,0
3,490,0,12,65,7,1,3,1,2024,1
8,974,1,29,33,22,8,4,2,2024,0
8,993,1,5,29,26,5,4,2,2024,1
11,699,1,12,44,9,8,4,1,2024,1
12,223,3,19,64,24,5,4,2,2024,1
4,188,1,1,25,17,5,4,1,2024,0
11,512,1,21,25,3,4,4,2,2024,1
10,365,1,6,36,10,3,4,0,2023,1
12,896,0,11,20,30,5,3,1,2023,1
11,555,0,25,20,7,9,2,0,2024,1
3,846,1,11,37,18,0,4,0,2024,1
12,950,0,21,40,20,4,3,2,2024,1
8,669,1,15,62,28,5,4,0,2024,0
11,133,2,20,23,1,7,4,1,2024,0
10,948,3,19,60,3,3,4,0,2023,1
9,701,1,18,40,14,4,4,2,2023,1
12,239,0,8,42,10,5,4,2,2024,0
6,888,0,5,60,1,10,4,1,2024,0
10,488,0,10,32,7,8,3,2,2023,0
10,315,1,29,40,2,2,4,0,2024,1
1,177,0,2,37,29,3,3,0,2024,1
10,185,1,6,23,23,1,4,2,2023,0
9,172,0,19,24,21,0,4,2,2023,1
5,554,1,13,46,26,2,4,0,2024,1
12,381,2,8,65,5,1,4,2,2024,0
10,310,0,1,61,8,3,4,1,2024,0
8,474,1,11,45,19,7,4,0,2024,1
4,742,1,18,28,2,5,4,1,2024,1
5,681,2,25,29,13,6,4,0,2024,0
4,949,1,17,31,16,3,4,1,2024,1
7,969,1,6,39,5,7,3,2,2024,1
4,665,1,1,45,10,7,4,2,2024,1
3,276,0,25,28,21,5,3,2,2024,0
9,157,2,15,42,14,3,4,2,2024,1
6,509,0,7,26,10,3,3,1,2024,0
7,108,1,17,34,24,9,4,2,2024,1
11,705,2,20,58,6,7,4,0,2024,1
11,700,0,7,54,10,10,2,2,2024,0
8,228,0,3,42,10,1,4,0,2024,0
7,601,1,11,32,28,1,4,0,2024,1
1,159,1,14,53,29,0,3,2,2024,1
2,767,0,9,55,17,9,4,1,2024,0
8,660,0,26,27,14,2,4,0,2024,0
11,363,0,22,32,19,9,2,2,2024,1
9,424,2,8,24,3,6,4,0,2023,1
11,308,0,4,27,17,2,3,1,2024,1
10,213,0,7,35,29,5,0,1,2024,0
11,324,0,27,41,12,4,4,1,2024,0
10,930,1,1,62,19,1,4,1,2023,1
4,255,1,19,53,8,1,4,1,2024,1
4,660,0,22,33,6,9,3,1,2024,1
3,394,0,23,47,1,10,3,1,2024,1
3,668,0,25,25,30,5,4,1,2024,0
2,921,1,19,28,28,10,2,2,2024,1
8,878,3,31,24,9,4,4,2,2024,1
11,346,0,20,25,22,4,3,0,2023,1
8,258,0,9,31,23,9,4,1,2023,1
5,677,0,19,37,21,8,0,0,2024,1
8,472,0,15,52,23,8,4,1,2024,0
7,710,0,11,34,2,4,4,0,2023,0
4,679,0,11,26,19,6,1,1,2024,1
10,574,1,14,52,3,10,3,1,2024,0
11,854,0,4,23,21,1,4,2,2024,0
8,341,1,16,40,5,2,4,0,2024,1
6,758,0,15,22,12,0,2,1,2024,1
11,559,0,21,37,3,8,4,2,2024,0
7,209,0,4,37,14,1,2,1,2024,1
12,405,0,17,20,1,6,2,0,2023,1
7,691,2,30,39,8,4,4,2,2024,1
7,859,0,18,19,4,7,4,2,2024,0
6,581,1,15,55,5,2,3,2,2024,0
10,229,1,4,59,12,2,4,1,2024,1
10,631,1,12,29,7,10,4,0,2024,0
10,706,0,16,61,1,9,3,2,2023,0
9,754,0,20,55,29,10,4,1,2023,0
10,689,0,11,36,28,7,4,1,2024,0
7,582,3,10,58,5,5,4,1,2024,1
10,577,1,26,47,7,8,4,0,2024,1
7,322,1,30,61,28,4,3,0,2024,0
6,330,1,4,40,26,6,4,2,2024,0
9,135,1,14,57,25,10,4,0,2024,1
1,228,0,3,19,5,5,3,2,2024,1
7,734,0,28,26,20,3,4,2,2024,0
10,826,0,6,44,20,4,3,1,2023,1
7,774,0,1,44,8,3,3,0,2023,0
5,956,1,24,20,24,7,2,2,2024,1
6,291,1,29,48,7,3,4,1,2024,1
9,812,1,28,28,12,6,4,1,2024,0
6,771,0,24,21,14,2,3,2,2024,1
1,628,1,31,57,26,0,4,2,2024,1
11,716,0,25,24,5,6,4,2,2024,1
1,643,1,26,27,24,2,4,2,2024,1
4,594,1,2,65,5,1,4,1,2024,1
5,508,1,10,37,19,1,4,1,2024,0
7,291,0,11,35,28,9,3,1,2024,1
11,445,2,7,42,28,9,4,1,2024,1
10,451,0,8,63,17,4,3,2,2023,0
1,513,1,22,41,6,8,4,2,2024,1
7,664,2,21,29,1,9,4,2,2024,1
10,502,1,12,21,7,5,4,0,2023,1
5,790,0,21,33,3,5,4,0,2024,0
9,163,0,26,46,20,1,3,2,2024,0
6,698,0,2,18,26,4,4,0,2024,0
8,822,0,5,50,28,6,2,0,2023,1
9,609,1,11,46,4,5,4,2,2024,0
12,966,0,28,20,30,8,3,1,2023,1
9,572,0,14,29,22,10,2,1,2024,1
9,391,0,30,35,17,2,3,1,2023,1
7,329,2,21,30,16,5,4,0,2024,1
4,688,0,29,58,29,0,4,0,2024,1
7,913,0,19,40,26,6,4,1,2024,0
7,578,0,7,59,30,0,4,1,2024,0
9,503,0,4,27,12,1,4,1,2024,0
5,853,0,12,50,17,10,2,0,2024,1
6,646,0,24,23,23,8,3,0,2024,0
6,124,0,15,56,10,9,3,0,2024,0
6,401,0,9,50,13,1,3,0,2024,1
10,158,0,3,37,26,10,3,2,2024,0
8,886,1,15,52,22,6,4,2,2024,1
6,538,1,26,33,17,10,4,0,2024,1
8,340,2,21,27,10,7,4,1,2023,1
10,794,0,4,61,26,3,3,0,2024,0
9,381,3,25,48,15,10,4,1,2024,1
8,391,0,14,59,3,10,3,2,2023,1
10,368,0,16,30,17,10,4,2,2023,1
6,462,1,2,56,28,4,4,1,2024,1
7,874,0,1,32,4,7,3,2,2024,0
8,770,1,8,51,15,1,4,1,2024,0
10,980,0,16,52,12,1,3,0,2024,0
9,223,0,6,29,4,9,4,1,2024,1
12,443,1,9,65,10,4,3,2,2023,1
10,642,2,15,56,8,9,4,1,2023,1
1,279,0,2,38,3,0,3,2,2024,1
9,553,0,26,57,19,3,4,1,2024,0
5,523,2,23,58,26,9,4,0,2024,1
7,956,1,27,60,2,1,4,2,2024,0
10,297,0,7,21,3,9,2,1,2024,1
4,546,0,2,47,14,6,4,1,2024,0
9,603,0,26,19,2,1,4,2,2024,0
10,385,0,7,19,8,7,4,1,2024,0
4,562,1,28,47,15,0,4,0,2024,1
11,619,2,18,27,10,0,4,2,2024,1
4,779,1,23,64,21,4,4,0,2024,1
4,846,1,14,55,28,6,4,2,2024,1
9,430,1,25,34,16,2,4,0,2023,1
3,998,1,17,63,9,0,4,0,2024,1
1,844,0,18,56,2,6,3,0,2024,1
2,694,0,19,23,11,3,2,1,2024,1
9,506,0,24,29,14,2,3,2,2023,1
7,588,1,12,20,8,3,4,2,2024,1
9,147,0,18,44,25,9,3,2,2023,1
4,187,0,7,35,3,0,4,0,2024,0
12,840,2,26,51,23,1,4,2,2024,0
8,223,3,28,55,1,7,3,0,2024,1
12,620,0,5,63,5,6,4,0,2024,1
9,680,1,21,40,16,10,2,2,2024,1
10,556,0,31,58,8,2,4,2,2024,0
12,418,1,24,26,14,3,4,2,2023,1
10,649,2,17,23,25,1,4,2,2024,0
9,476,0,25,38,3,0,4,2,2024,1
7,514,0,21,21,18,6,4,2,2024,0
3,605,0,25,46,8,0,3,2,2024,0
12,650,2,27,28,6,7,4,2,2024,1
9,753,2,22,54,28,2,3,0,2024,1
3,459,1,31,64,12,4,4,2,2024,1
12,408,2,7,33,6,7,4,1,2024,1
6,435,0,15,34,24,4,3,0,2024,0
2,621,1,7,37,27,5,4,0,2024,0
11,530,0,19,63,19,5,4,1,2024,0
2,230,0,28,43,14,1,3,2,2024,0
10,942,0,21,51,25,5,4,1,2024,1
11,520,0,27,44,5,8,4,1,2024,1
8,851,0,19,56,3,10,3,0,2024,0
5,215,1,2,52,23,1,3,0,2024,1
12,193,1,30,64,2,6,4,0,2023,1
9,286,0,2,27,1,8,4,1,2024,0
9,810,1,13,51,26,4,2,0,2024,1
4,786,1,12,48,14,1,4,0,2024,1
2,932,1,25,38,17,6,4,0,2024,1
6,206,1,13,26,3,8,4,2,2024,1
6,944,0,20,43,25,9,3,2,2024,1
12,787,1,23,28,11,9,4,2,2023,1
2,807,1,15,28,9,9,4,2,2024,1
11,323,3,2,27,24,5,4,1,2024,1
6,227,0,6,33,13,10,3,1,2024,1
4,318,1,3,38,24,3,4,2,2024,1
10,954,1,17,23,3,9,4,0,2024,0
9,984,0,27,37,18,1,3,1,2024,1
5,576,0,20,21,10,1,3,2,2024,0
6,203,1,19,21,23,6,4,2,2024,1
10,351,0,21,34,5,7,3,0,2024,0
12,352,1,5,26,21,7,4,0,2023,1
10,417,0,6,56,22,2,4,2,2024,0
4,730,0,29,33,8,9,4,0,2024,0
12,395,2,4,23,17,5,4,1,2024,0
11,276,1,18,46,3,1,4,1,2024,1
11,976,0,16,26,1,6,2,0,2024,1
4,646,1,18,29,21,5,4,1,2024,1
10,677,0,9,57,28,9,4,0,2024,0
4,718,0,7,29,24,6,4,1,2024,0
9,254,0,28,25,18,1,4,0,2024,0
11,301,0,13,32,29,2,1,0,2024,1
8,500,1,1,64,1,1,4,2,2024,0
6,125,0,3,50,8,10,3,2,2024,0
9,450,0,10,36,27,0,4,0,2024,0
10,641,0,16,18,4,3,3,1,2023,0
1,512,0,14,46,13,0,2,2,2024,1
10,894,0,14,29,16,8,3,2,2024,0
8,179,0,14,28,14,8,3,0,2023,1
5,581,0,13,27,18,6,4,2,2024,0
5,920,2,16,22,7,3,4,2,2024,1
9,196,0,13,50,1,2,3,0,2024,1
9,978,0,16,48,1,5,4,0,2023,1
1,674,0,25,25,16,5,2,1,2024,1
11,547,0,1,49,11,2,3,2,2024,0
10,550,1,14,53,30,10,3,0,2024,0
6,880,0,15,40,2,9,3,0,2024,0
11,732,0,4,38,1,6,3,0,2024,1
8,624,0,8,49,26,4,4,2,2023,1
9,557,2,13,23,12,5,4,0,2023,1
2,630,1,21,22,14,10,4,1,2024,1
9,474,0,18,26,10,10,3,0,2023,1
8,307,2,29,55,27,3,4,0,2024,0
6,266,0,29,30,10,7,3,0,2024,1
8,848,3,23,18,8,3,4,1,2023,1
10,812,0,13,60,26,10,3,1,2024,1
5,881,1,8,54,21,6,3,2,2024,1
7,191,2,2,21,2,2,4,2,2024,1
2,151,0,28,63,5,10,3,0,2024,1
7,562,0,21,29,21,4,3,1,2024,1
12,151,0,7,48,2,0,2,0,2024,1
11,170,0,20,60,6,8,3,2,2023,1
7,998,1,18,60,26,4,4,0,2024,0
8,360,2,3,64,24,6,4,0,2024,1
3,741,0,2,39,3,1,3,1,2024,1
9,762,0,8,54,4,2,1,0,2023,1
4,579,1,25,47,7,1,4,0,2024,1
10,884,2,15,31,17,1,4,0,2024,1
4,934,2,22,22,19,2,4,0,2024,1
10,692,1,2,55,8,5,4,2,2023,1
9,738,0,4,50,10,3,3,0,2023,1
11,244,0,27,48,7,3,4,2,2024,0
7,612,0,17,35,5,4,3,1,2023,0
12,990,0,5,52,29,3,4,2,2024,1
7,946,1,5,50,17,10,4,0,2024,1
7,863,1,4,26,3,3,4,2,2024,0
3,181,0,25,29,8,0,3,1,2024,0
1,932,1,20,51,29,1,4,1,2024,1
10,547,0,5,46,1,8,3,0,2023,0
7,235,0,26,33,3,10,2,2,2024,1
12,255,0,3,31,13,10,4,2,2024,1
11,492,0,2,24,30,3,4,2,2023,1
7,415,1,31,22,6,5,4,0,2024,1
8,427,0,16,40,1,6,4,0,2023,0
5,724,1,13,40,26,10,4,2,2024,0
10,326,0,25,64,26,7,4,0,2024,1
7,974,0,25,27,27,3,4,1,2023,0
7,681,0,25,18,2,4,4,0,2024,0
6,269,0,13,65,13,8,3,0,2024,0
11,747,1,6,38,13,8,4,1,2024,1
9,309,1,23,22,11,9,4,1,2024,1
1,224,0,21,32,12,7,4,0,2024,1
5,856,0,5,41,3,10,3,1,2024,0
9,424,0,29,42,10,3,2,2,2024,1
6,968,2,26,51,25,4,4,2,2024,1
4,614,1,2,60,12,6,4,0,2024,1
10,214,1,27,38,28,0,4,2,2024,1
9,908,0,7,20,12,9,4,1,2024,0
11,239,2,1,20,18,3,4,2,2024,1
10,123,1,6,30,8,3,4,2,2023,1
6,683,0,17,62,25,5,3,1,2024,1
5,578,1,15,50,13,3,4,1,2024,1
6,534,1,26,27,5,10,4,2,2024,1
9,386,0,14,30,10,0,3,0,2023,1
