cust_id,age,Gender,Usage Frequency,Support Calls,type_plan,arrival_year,arrival_month,arrival_date,market_segment_type,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,Total Spend,no_of_special_requests,booking_status
INN11211,43,Female,16,10,Standard,2024,3,16,Online,0,0,807,0,Canceled
INN11212,56,Male,20,5,Basic,2023,9,8,Offline,0,0,464,2,Not_Canceled
INN11213,41,Female,13,9,Premium,2024,7,22,Online,0,0,492,1,Canceled
INN11214,30,Female,2,4,Premium,2024,9,18,Offline,0,0,736,0,Not_Canceled
INN11215,56,Female,15,7,Premium,2023,8,17,Corporate,0,0,808,0,Canceled
INN11216,53,Female,9,5,Basic,2024,8,23,Online,0,0,635,1,Not_Canceled
INN11217,31,Male,9,5,Premium,2024,12,9,Corporate,0,1,694,0,Not_Canceled
INN11218,59,Female,5,0,Premium,2024,11,3,Online,0,0,420,1,Not_Canceled
INN11219,42,Female,22,1,Standard,2023,9,9,Corporate,0,0,610,0,Not_Canceled
INN11220,55,Female,21,10,Premium,2024,1,22,Offline,0,0,860,0,Not_Canceled
INN11221,54,Male,12,2,Standard,2024,11,18,Online,0,0,387,0,Canceled
INN11222,39,Female,1,7,Standard,2024,10,12,Offline,0,0,771,0,Canceled
INN11223,35,Female,18,7,Premium,2024,11,3,Offline,0,0,547,0,Canceled
INN11224,55,Female,20,5,Standard,2024,9,13,Offline,0,0,444,1,Canceled
INN11225,26,Male,25,9,Premium,2023,9,9,Online,0,0,297,1,Not_Canceled
INN11226,31,Male,2,10,Basic,2024,7,6,Online,0,0,838,0,Canceled
INN11227,64,Female,16,10,Premium,2024,8,11,Online,0,0,195,1,Not_Canceled
INN11228,40,Male,15,0,Basic,2024,1,27,Offline,0,0,384,0,Not_Canceled
INN11229,44,Female,6,8,Premium,2024,6,27,Online,0,0,831,0,Canceled
INN11230,39,Female,5,2,Standard,2023,11,7,Offline,0,0,527,0,Not_Canceled
INN11231,38,Female,7,2,Standard,2024,10,7,Online,0,0,716,0,Canceled
INN11232,38,Male,1,5,Standard,2024,5,6,Online,0,0,408,0,Canceled
INN11233,25,Male,30,0,Standard,2024,3,17,Online,0,0,689,1,Not_Canceled
INN11234,48,Female,7,10,Standard,2024,9,5,Corporate,0,0,306,0,Not_Canceled
INN11235,38,Male,18,5,Premium,2024,2,8,Offline,0,0,820,0,Not_Canceled
INN11236,24,Female,13,3,Standard,2024,7,17,Offline,0,0,738,3,Not_Canceled
INN11237,20,Male,23,4,Basic,2023,11,6,Online,0,0,154,1,Not_Canceled
INN11238,65,Female,9,5,Basic,2024,6,2,Offline,0,0,685,0,Not_Canceled
INN11239,56,Female,10,10,Premium,2023,10,16,Online,0,0,296,0,Not_Canceled
INN11240,26,Male,29,7,Basic,2024,10,22,Online,0,0,675,1,Canceled
INN11241,54,Male,9,9,Standard,2024,12,8,Online,0,0,115,0,Not_Canceled
INN11242,33,Female,15,5,Premium,2023,9,26,Online,0,0,958,1,Canceled
INN11243,33,Female,28,0,Standard,2023,10,1,Online,0,0,317,4,Not_Canceled
INN11244,56,Male,11,0,Basic,2024,8,30,Online,0,0,492,2,Not_Canceled
INN11245,35,Female,26,4,Standard,2023,10,26,Offline,0,0,232,1,Not_Canceled
INN11246,21,Male,7,0,Basic,2024,8,23,Online,0,0,942,0,Canceled
INN11247,24,Female,21,7,Premium,2024,10,25,Online,0,0,980,2,Not_Canceled
INN11248,57,Female,11,5,Premium,2023,11,27,Online,0,0,780,1,Canceled
INN11249,31,Male,14,10,Standard,2024,6,18,Offline,0,0,302,0,Not_Canceled
INN11250,20,Male,12,8,Standard,2024,11,3,Online,0,0,785,0,Not_Canceled
INN11251,48,Female,18,4,Standard,2024,1,19,Offline,0,0,992,0,Not_Canceled
INN11252,32,Female,27,8,Standard,2024,10,3,Online,0,0,327,2,Not_Canceled
INN11253,63,Female,27,9,Standard,2024,3,10,Offline,0,0,863,0,Not_Canceled
INN11254,49,Male,8,6,Standard,2024,4,13,Online,0,0,474,1,Not_Canceled
INN11255,40,Male,15,0,Standard,2024,7,13,Offline,0,0,872,1,Canceled
INN11256,20,Male,17,7,Premium,2023,9,15,Online,0,0,223,1,Not_Canceled
INN11257,49,Male,26,5,Standard,2024,6,2,Online,0,0,655,0,Canceled
INN11258,24,Female,7,4,Basic,2024,2,28,Offline,0,0,548,0,Canceled
INN11259,56,Male,25,8,Basic,2024,8,14,Online,0,0,219,1,Canceled
INN11260,58,Male,27,8,Basic,2024,10,22,Online,0,0,637,0,Canceled
INN11261,29,Male,15,2,Basic,2023,11,5,Offline,0,0,312,0,Not_Canceled
INN11262,47,Female,11,1,Premium,2023,10,2,Offline,0,0,660,0,Not_Canceled
INN11263,20,Female,8,7,Premium,2024,4,18,Online,0,0,1000,1,Canceled
INN11264,33,Male,11,6,Standard,2024,6,29,Corporate,0,0,965,0,Not_Canceled
INN11265,52,Female,21,9,Basic,2024,8,18,Offline,0,0,180,1,Canceled
INN11266,64,Male,28,7,Premium,2024,4,5,Online,0,0,799,1,Not_Canceled
INN11267,25,Female,25,4,Basic,2024,10,10,Aviation,0,0,822,0,Not_Canceled
INN11268,29,Male,1,9,Basic,2024,4,6,Offline,0,0,488,0,Not_Canceled
INN11269,55,Female,29,7,Premium,2024,1,1,Offline,0,0,775,0,Not_Canceled
INN11270,30,Male,12,10,Premium,2024,8,11,Online,0,0,164,1,Not_Canceled
INN11271,36,Male,20,4,Premium,2024,6,4,Online,0,0,721,0,Canceled
INN11272,44,Male,30,6,Premium,2024,10,2,Offline,0,0,983,0,Not_Canceled
INN11273,20,Male,8,8,Basic,2024,5,20,Online,0,0,632,2,Not_Canceled
INN11274,46,Female,5,6,Standard,2023,8,19,Online,0,0,512,0,Not_Canceled
INN11275,50,Female,20,8,Basic,2024,6,4,Online,0,0,759,2,Not_Canceled
INN11276,19,Male,1,4,Basic,2024,11,4,Offline,0,0,916,0,Canceled
INN11277,19,Female,20,6,Premium,2024,5,13,Offline,0,0,687,0,Canceled
INN11278,50,Male,1,4,Standard,2024,7,4,Online,0,0,198,0,Canceled
INN11279,46,Male,7,1,Standard,2024,7,7,Online,0,0,574,1,Not_Canceled
INN11280,59,Male,26,5,Standard,2024,7,9,Online,0,0,186,1,Not_Canceled
INN11281,38,Male,14,3,Standard,2024,8,12,Corporate,0,0,367,0,Not_Canceled
INN11282,61,Male,23,6,Standard,2024,4,17,Online,0,0,121,1,Not_Canceled
INN11283,42,Female,25,2,Basic,2024,11,21,Online,0,0,376,1,Not_Canceled
INN11284,31,Male,8,1,Standard,2023,10,23,Online,0,0,299,1,Not_Canceled
INN11285,34,Male,2,8,Basic,2024,5,24,Corporate,0,0,443,1,Not_Canceled
INN11286,42,Male,12,8,Basic,2023,9,18,Offline,0,0,668,0,Not_Canceled
INN11287,37,Male,13,1,Premium,2024,3,13,Corporate,0,0,771,0,Not_Canceled
INN11288,29,Male,28,4,Basic,2024,11,11,Complementary,0,0,911,0,Not_Canceled
INN11289,46,Female,25,4,Premium,2024,8,5,Online,0,0,307,2,Not_Canceled
INN11290,35,Male,13,7,Basic,2024,3,30,Online,0,0,849,0,Not_Canceled
INN11291,52,Male,24,0,Premium,2024,4,11,Online,0,0,141,1,Not_Canceled
INN11292,26,Female,2,9,Standard,2024,5,10,Offline,0,0,845,0,Not_Canceled
INN11293,56,Male,30,7,Basic,2024,2,10,Online,0,0,581,0,Canceled
INN11294,39,Male,11,3,Standard,2024,11,22,Online,0,0,337,2,Not_Canceled
INN11295,62,Male,10,3,Basic,2024,4,7,Online,0,0,184,0,Canceled
INN11296,18,Female,23,2,Premium,2024,8,8,Offline,0,0,569,0,Not_Canceled
INN11297,26,Male,26,0,Premium,2024,7,19,Online,0,0,271,0,Canceled
INN11298,47,Male,26,3,Basic,2024,7,30,Offline,0,0,266,0,Not_Canceled
INN11299,39,Female,9,9,Basic,2024,7,12,Online,0,0,785,1,Not_Canceled
INN11300,43,Female,19,5,Premium,2024,2,27,Offline,0,0,412,0,Not_Canceled
INN11301,38,Male,5,10,Standard,2023,9,14,Online,0,0,527,0,Canceled
INN11302,45,Female,23,2,Basic,2024,2,20,Online,0,0,605,1,Not_Canceled
INN11303,62,Male,22,0,Standard,2024,10,29,Offline,0,0,880,1,Not_Canceled
INN11304,26,Female,4,5,Standard,2024,6,26,Online,0,0,259,1,Not_Canceled
INN11305,44,Male,2,3,Basic,2024,6,12,Offline,0,0,537,0,Canceled
INN11306,41,Female,10,2,Premium,2024,9,19,Online,0,0,546,2,Canceled
INN11307,43,Female,11,6,Basic,2024,9,5,Online,0,0,585,0,Canceled
INN11308,52,Female,29,6,Premium,2023,11,18,Corporate,0,0,323,0,Not_Canceled
INN11309,63,Female,19,7,Standard,2024,9,22,Online,0,0,393,2,Not_Canceled
INN11310,34,Female,16,2,Basic,2023,9,25,Online,0,0,430,1,Not_Canceled
INN11311,49,Male,8,6,Standard,2024,5,13,Online,0,0,637,0,Canceled
INN11312,64,Female,2,7,Standard,2024,10,20,Online,0,0,313,2,Not_Canceled
INN11313,46,Female,3,2,Basic,2024,9,19,Offline,0,0,522,0,Canceled
INN11314,58,Female,24,8,Basic,2023,9,16,Online,0,0,937,0,Not_Canceled
INN11315,43,Male,15,2,Premium,2024,4,28,Online,0,0,190,2,Not_Canceled
INN11316,37,Female,25,9,Premium,2024,4,6,Offline,0,0,186,0,Not_Canceled
INN11317,63,Female,20,3,Basic,2023,11,4,Offline,0,0,903,2,Not_Canceled
INN11318,59,Male,27,3,Basic,2024,4,12,Online,0,0,308,1,Canceled
INN11319,58,Female,29,7,Premium,2024,12,2,Online,0,0,243,2,Canceled
INN11320,37,Male,30,1,Basic,2023,10,16,Offline,0,0,617,0,Canceled
INN11321,43,Male,25,0,Standard,2024,6,30,Online,0,0,312,0,Canceled
INN11322,61,Male,21,4,Basic,2024,6,10,Offline,0,0,868,1,Not_Canceled
INN11323,40,Female,30,1,Basic,2023,10,19,Online,0,0,543,1,Not_Canceled
INN11324,51,Male,5,4,Basic,2024,7,20,Online,0,0,932,0,Not_Canceled
INN11325,24,Female,24,5,Premium,2024,12,25,Online,0,0,145,0,Not_Canceled
INN11326,34,Male,16,3,Premium,2024,3,23,Online,0,0,512,0,Canceled
INN11327,62,Male,13,3,Premium,2024,2,28,Offline,0,0,500,0,Canceled
INN11328,51,Male,30,7,Basic,2023,10,15,Offline,0,0,614,0,Not_Canceled
INN11329,53,Male,17,2,Premium,2024,7,21,Offline,0,0,895,0,Not_Canceled
INN11330,56,Female,27,1,Premium,2024,11,5,Online,0,0,754,1,Canceled
INN11331,34,Male,3,0,Basic,2024,7,18,Offline,0,0,624,1,Not_Canceled
INN11332,58,Female,26,7,Premium,2024,10,8,Online,0,0,385,0,Not_Canceled
INN11333,51,Female,12,1,Premium,2024,12,27,Online,0,0,538,0,Not_Canceled
INN11334,28,Male,9,3,Premium,2024,2,2,Online,0,0,637,0,Canceled
INN11335,51,Male,25,9,Standard,2023,10,9,Offline,0,0,129,0,Not_Canceled
INN11336,51,Male,10,3,Standard,2024,5,9,Aviation,0,0,898,0,Canceled
INN11337,55,Female,30,0,Premium,2024,7,31,Online,0,0,447,1,Not_Canceled
INN11338,52,Male,1,8,Standard,2024,6,9,Online,0,0,677,2,Not_Canceled
INN11339,38,Male,10,2,Standard,2024,8,9,Online,0,0,951,1,Not_Canceled
INN11340,46,Male,26,6,Premium,2024,1,29,Online,0,0,231,1,Not_Canceled
INN11341,58,Female,10,10,Standard,2023,12,9,Corporate,0,0,148,0,Not_Canceled
INN11342,33,Male,15,6,Basic,2024,7,21,Offline,0,0,147,0,Canceled
INN11343,65,Male,17,0,Standard,2024,7,23,Online,0,0,961,0,Canceled
INN11344,39,Male,8,2,Standard,2024,10,5,Online,0,0,726,0,Not_Canceled
INN11345,26,Male,8,6,Standard,2024,10,20,Online,0,0,194,1,Not_Canceled
INN11346,57,Male,18,6,Standard,2024,10,6,Online,0,0,767,0,Canceled
INN11347,52,Female,28,9,Basic,2024,9,11,Offline,0,0,165,1,Not_Canceled
INN11348,38,Female,21,3,Premium,2023,11,20,Offline,0,0,213,0,Not_Canceled
INN11349,31,Male,29,6,Premium,2024,10,28,Online,0,0,587,0,Canceled
INN11350,26,Male,23,8,Premium,2024,1,3,Online,0,0,872,0,Not_Canceled
INN11351,29,Female,16,5,Standard,2024,4,6,Offline,0,0,178,0,Canceled
INN11352,60,Male,22,0,Premium,2024,3,25,Online,0,0,359,1,Not_Canceled
INN11353,38,Female,30,8,Basic,2024,9,15,Online,0,0,876,1,Not_Canceled
INN11354,64,Female,10,10,Premium,2024,8,30,Online,0,0,765,0,Canceled
INN11355,65,Female,11,5,Standard,2024,5,24,Offline,0,0,243,0,Not_Canceled
INN11356,62,Female,9,5,Premium,2024,10,17,Online,0,0,191,0,Canceled
INN11357,47,Male,7,5,Standard,2024,8,18,Offline,0,0,160,1,Canceled
INN11358,28,Female,12,0,Standard,2024,8,12,Online,0,0,709,1,Canceled
INN11359,18,Male,6,10,Basic,2024,10,10,Online,0,0,945,0,Canceled
INN11360,31,Female,2,9,Standard,2024,9,10,Online,0,0,143,1,Not_Canceled
INN11361,43,Male,2,6,Premium,2024,1,2,Offline,0,0,295,0,Not_Canceled
INN11362,49,Male,21,1,Standard,2024,5,2,Offline,0,0,602,1,Not_Canceled
INN11363,48,Female,23,4,Standard,2024,10,23,Online,0,0,160,0,Canceled
INN11364,35,Female,6,7,Basic,2024,2,12,Online,0,0,713,0,Canceled
INN11365,48,Male,18,10,Basic,2023,9,20,Offline,0,0,764,0,Not_Canceled
INN11366,49,Female,22,8,Standard,2024,6,27,Online,0,0,120,3,Not_Canceled
INN11367,22,Female,15,1,Basic,2024,3,7,Online,0,0,816,0,Canceled
INN11368,63,Male,9,5,Premium,2024,9,4,Online,0,0,195,1,Canceled
INN11369,29,Male,5,0,Premium,2024,5,18,Online,0,0,633,2,Not_Canceled
INN11370,64,Male,4,7,Premium,2024,5,19,Online,0,0,848,0,Canceled
INN11371,36,Female,6,9,Basic,2024,7,22,Online,0,0,358,0,Canceled
INN11372,29,Male,30,7,Premium,2024,4,15,Offline,0,0,820,0,Not_Canceled
INN11373,61,Female,21,7,Standard,2024,5,20,Offline,0,0,279,0,Canceled
INN11374,20,Female,24,7,Standard,2024,5,24,Corporate,0,0,956,1,Not_Canceled
INN11375,36,Male,3,10,Basic,2024,6,26,Online,0,0,598,0,Canceled
INN11376,36,Male,4,5,Basic,2023,9,22,Online,0,0,854,2,Not_Canceled
INN11377,30,Female,1,4,Basic,2023,10,17,Offline,0,0,705,0,Not_Canceled
INN11378,61,Female,29,5,Premium,2024,3,31,Online,0,0,620,0,Not_Canceled
INN11379,33,Male,3,4,Standard,2023,10,19,Online,0,0,534,1,Not_Canceled
INN11380,47,Female,19,2,Standard,2023,9,14,Online,0,0,968,0,Canceled
INN11381,18,Male,30,2,Premium,2024,12,16,Offline,0,0,600,0,Not_Canceled
INN11382,31,Male,23,0,Basic,2024,3,25,Online,0,0,920,0,Not_Canceled
INN11383,51,Female,19,0,Standard,2024,4,1,Online,0,0,573,1,Not_Canceled
INN11384,31,Female,12,0,Premium,2024,8,6,Online,0,0,239,1,Canceled
INN11385,30,Female,14,0,Basic,2024,6,26,Offline,0,0,369,0,Not_Canceled
INN11386,29,Male,16,2,Premium,2024,8,15,Offline,0,0,832,0,Not_Canceled
INN11387,52,Female,28,2,Basic,2024,12,3,Online,0,0,111,1,Not_Canceled
INN11388,49,Male,17,5,Basic,2024,10,30,Offline,0,0,266,1,Not_Canceled
INN11389,41,Female,3,2,Standard,2023,10,10,Online,0,0,327,0,Not_Canceled
INN11390,48,Male,12,2,Basic,2023,12,29,Offline,0,0,988,0,Not_Canceled
INN11391,41,Male,26,2,Premium,2024,9,7,Online,0,0,774,0,Canceled
INN11392,24,Female,14,4,Standard,2024,10,15,Complementary,0,0,255,1,Not_Canceled
INN11393,41,Female,14,10,Basic,2024,10,3,Complementary,0,0,916,0,Not_Canceled
INN11394,49,Male,6,9,Premium,2023,9,2,Online,0,0,477,1,Not_Canceled
INN11395,33,Male,5,8,Premium,2023,12,31,Online,0,0,965,2,Not_Canceled
INN11396,52,Female,25,1,Standard,2024,6,6,Online,0,0,745,1,Not_Canceled
INN11397,27,Male,27,4,Premium,2023,10,6,Offline,1,0,719,0,Not_Canceled
INN11398,26,Female,22,2,Standard,2024,8,7,Online,0,0,838,2,Not_Canceled
INN11399,53,Female,19,1,Basic,2024,7,31,Online,0,0,646,1,Not_Canceled
INN11400,42,Female,23,2,Standard,2024,3,22,Online,0,0,983,0,Not_Canceled
INN11401,34,Male,28,5,Premium,2024,9,25,Online,0,0,837,2,Not_Canceled
INN11402,65,Female,6,4,Premium,2024,8,29,Online,0,0,417,0,Canceled
INN11403,38,Male,15,10,Basic,2024,12,15,Corporate,1,5,492,0,Not_Canceled
INN11404,40,Male,26,3,Standard,2024,4,10,Corporate,3,28,673,0,Not_Canceled
INN11405,42,Female,21,10,Premium,2024,4,7,Aviation,0,0,437,0,Not_Canceled
INN11406,55,Female,28,5,Standard,2024,8,29,Online,0,0,580,0,Canceled
INN11407,42,Female,16,6,Standard,2023,12,31,Online,0,0,240,1,Not_Canceled
INN11408,18,Female,4,5,Premium,2024,2,20,Online,0,0,444,1,Not_Canceled
INN11409,57,Female,1,3,Premium,2024,11,24,Online,0,0,611,2,Not_Canceled
INN11410,55,Male,25,0,Basic,2024,7,6,Online,0,0,695,1,Canceled
INN11411,53,Female,12,6,Standard,2024,10,7,Online,0,0,904,2,Canceled
INN11412,36,Male,9,8,Standard,2024,1,2,Offline,0,0,861,0,Not_Canceled
INN11413,18,Male,11,6,Basic,2024,6,26,Online,0,0,872,0,Not_Canceled
INN11414,53,Female,7,1,Premium,2024,10,13,Offline,0,0,819,0,Not_Canceled
INN11415,25,Male,5,5,Basic,2023,8,25,Online,0,0,439,0,Not_Canceled
INN11416,23,Female,13,5,Premium,2024,6,6,Offline,0,0,244,0,Not_Canceled
INN11417,47,Female,30,9,Standard,2024,10,14,Offline,0,0,633,1,Canceled
INN11418,61,Female,24,3,Standard,2024,7,6,Offline,0,0,374,0,Canceled
INN11419,43,Male,28,7,Standard,2023,10,16,Offline,0,0,679,0,Canceled
INN11420,51,Female,7,2,Basic,2024,10,19,Online,0,0,179,2,Canceled
INN11421,28,Female,26,8,Premium,2023,10,16,Offline,0,0,399,0,Not_Canceled
INN11422,42,Female,30,8,Basic,2024,1,9,Online,0,0,319,0,Not_Canceled
INN11423,24,Male,27,6,Basic,2024,4,1,Online,0,0,720,0,Not_Canceled
INN11424,43,Male,29,8,Basic,2023,8,14,Online,0,0,909,1,Not_Canceled
INN11425,18,Female,26,8,Basic,2024,2,27,Offline,0,0,330,0,Not_Canceled
INN11426,36,Male,14,0,Basic,2024,7,9,Online,0,0,673,3,Not_Canceled
INN11427,51,Male,12,5,Basic,2023,9,20,Online,0,0,266,2,Not_Canceled
INN11428,65,Male,7,1,Premium,2024,5,9,Offline,0,0,286,1,Not_Canceled
INN11429,46,Male,18,2,Basic,2024,9,5,Online,0,0,106,1,Canceled
INN11430,50,Male,6,8,Basic,2024,11,12,Online,0,0,258,1,Not_Canceled
INN11431,24,Female,10,10,Basic,2024,2,19,Corporate,0,0,672,0,Not_Canceled
INN11432,58,Male,25,10,Basic,2024,4,15,Offline,0,0,524,0,Not_Canceled
INN11433,28,Male,28,4,Standard,2024,5,3,Offline,0,0,294,1,Not_Canceled
INN11434,18,Male,23,1,Standard,2024,9,15,Online,0,0,988,0,Canceled
INN11435,24,Female,4,4,Basic,2024,4,5,Corporate,0,19,159,1,Not_Canceled
INN11436,46,Female,24,1,Premium,2024,12,8,Online,0,0,473,1,Not_Canceled
INN11437,27,Female,4,2,Standard,2023,10,23,Online,0,0,321,0,Not_Canceled
INN11438,44,Female,4,10,Basic,2024,10,21,Online,0,0,980,1,Not_Canceled
INN11439,51,Female,15,7,Standard,2024,3,1,Offline,0,0,935,0,Not_Canceled
INN11440,62,Female,8,7,Premium,2024,3,5,Offline,0,0,104,0,Not_Canceled
INN11441,18,Female,20,4,Standard,2024,7,28,Online,0,0,899,0,Not_Canceled
INN11442,58,Male,26,2,Standard,2024,2,21,Online,0,0,579,1,Canceled
INN11443,54,Male,12,9,Standard,2024,11,25,Offline,0,0,782,0,Canceled
INN11444,22,Male,13,2,Basic,2024,6,8,Offline,0,0,222,0,Not_Canceled
INN11445,63,Female,28,9,Basic,2024,9,8,Offline,0,0,249,1,Canceled
INN11446,47,Female,11,6,Basic,2023,10,4,Online,0,0,382,1,Not_Canceled
INN11447,24,Female,29,3,Basic,2024,8,21,Online,0,0,171,2,Not_Canceled
INN11448,65,Male,13,2,Standard,2024,5,29,Offline,0,0,300,0,Not_Canceled
INN11449,62,Female,25,6,Premium,2024,8,11,Corporate,3,13,360,0,Not_Canceled
INN11450,62,Female,16,3,Standard,2024,8,11,Online,0,0,965,1,Canceled
INN11451,35,Female,17,8,Premium,2023,10,18,Online,0,0,522,2,Not_Canceled
INN11452,47,Female,18,0,Basic,2024,9,29,Offline,0,0,510,1,Not_Canceled
INN11453,59,Female,25,8,Standard,2024,1,29,Online,0,0,364,2,Not_Canceled
INN11454,29,Female,16,7,Standard,2024,8,6,Online,0,0,506,1,Canceled
INN11455,25,Male,22,1,Basic,2023,9,16,Online,0,0,652,2,Not_Canceled
INN11456,25,Female,4,1,Basic,2023,12,27,Offline,0,0,731,0,Not_Canceled
INN11457,63,Male,4,10,Premium,2024,6,2,Offline,0,0,782,0,Not_Canceled
INN11458,56,Female,23,8,Premium,2024,11,22,Online,0,0,792,0,Canceled
INN11459,35,Female,7,9,Standard,2024,11,1,Online,0,0,392,1,Not_Canceled
INN11460,39,Male,8,7,Premium,2024,6,7,Online,0,0,181,1,Not_Canceled
INN11461,42,Female,22,7,Premium,2024,6,17,Offline,0,0,448,0,Canceled
INN11462,55,Female,11,3,Basic,2024,8,14,Online,0,0,523,2,Canceled
INN11463,47,Male,12,2,Standard,2024,9,29,Online,0,0,637,1,Canceled
INN11464,53,Female,21,1,Standard,2024,4,4,Online,0,0,178,1,Not_Canceled
INN11465,65,Male,14,1,Standard,2023,10,1,Online,0,0,798,0,Not_Canceled
INN11466,53,Male,26,10,Basic,2024,7,26,Online,0,0,875,2,Not_Canceled
INN11467,19,Male,10,3,Basic,2024,6,29,Online,0,0,617,1,Not_Canceled
INN11468,26,Male,20,6,Standard,2024,2,13,Online,0,0,351,1,Not_Canceled
INN11469,49,Male,8,7,Basic,2023,8,13,Online,0,0,354,2,Not_Canceled
INN11470,57,Female,23,10,Basic,2024,2,17,Offline,0,0,306,0,Not_Canceled
INN11471,19,Female,21,8,Premium,2023,10,13,Offline,0,0,712,0,Not_Canceled
INN11472,50,Male,8,10,Basic,2024,9,19,Offline,0,0,823,1,Canceled
INN11473,31,Male,10,2,Premium,2024,7,19,Online,0,0,902,1,Not_Canceled
INN11474,26,Male,1,4,Standard,2024,2,25,Online,0,0,447,0,Not_Canceled
INN11475,63,Male,14,10,Standard,2024,2,8,Online,0,0,489,2,Not_Canceled
INN11476,29,Male,3,7,Basic,2023,12,18,Online,0,0,646,0,Not_Canceled
INN11477,22,Female,21,10,Premium,2024,6,10,Online,0,0,780,0,Canceled
INN11478,37,Male,12,0,Basic,2024,7,22,Online,0,0,969,1,Not_Canceled
INN11479,45,Male,1,10,Basic,2024,5,17,Online,0,0,971,0,Not_Canceled
INN11480,60,Male,6,6,Basic,2024,1,14,Online,0,0,488,0,Not_Canceled
INN11481,24,Female,23,0,Premium,2024,7,23,Offline,0,0,873,0,Not_Canceled
INN11482,48,Female,30,8,Standard,2024,12,27,Offline,0,0,336,0,Not_Canceled
INN11483,56,Male,21,6,Basic,2024,7,19,Offline,0,0,336,1,Not_Canceled
INN11484,56,Female,28,10,Premium,2024,6,9,Offline,0,0,778,0,Not_Canceled
INN11485,62,Female,25,8,Standard,2023,10,3,Online,0,0,416,1,Not_Canceled
INN11486,62,Male,5,10,Basic,2024,9,30,Online,0,0,332,2,Canceled
INN11487,19,Male,16,5,Premium,2024,5,10,Offline,0,0,858,0,Not_Canceled
INN11488,55,Female,5,8,Standard,2024,5,20,Offline,0,0,653,0,Not_Canceled
INN11489,40,Female,3,5,Basic,2024,1,22,Corporate,0,7,224,0,Not_Canceled
INN11490,46,Female,18,2,Basic,2024,10,21,Online,0,0,421,1,Not_Canceled
INN11491,55,Female,26,4,Standard,2023,8,7,Online,0,0,165,1,Canceled
INN11492,46,Male,13,2,Basic,2024,8,24,Online,0,0,143,1,Canceled
INN11493,53,Male,13,3,Standard,2023,9,22,Offline,0,0,966,0,Not_Canceled
INN11494,43,Female,29,6,Basic,2024,5,20,Corporate,0,0,725,0,Canceled
INN11495,31,Female,23,7,Premium,2024,6,15,Offline,0,0,189,1,Canceled
INN11496,33,Male,1,0,Premium,2024,11,7,Online,0,0,402,1,Not_Canceled
INN11497,33,Female,9,1,Premium,2024,8,16,Online,0,0,471,2,Not_Canceled
INN11498,40,Female,30,8,Basic,2023,10,5,Offline,0,0,157,0,Not_Canceled
INN11499,26,Female,25,9,Premium,2024,7,15,Offline,0,0,331,0,Not_Canceled
INN11500,30,Female,13,10,Basic,2024,12,25,Online,0,0,538,0,Not_Canceled
INN11501,63,Male,10,5,Premium,2024,12,14,Online,0,0,920,0,Canceled
INN11502,39,Female,25,9,Basic,2024,7,30,Offline,0,0,706,1,Canceled
INN11503,58,Female,10,0,Standard,2024,3,5,Online,0,0,578,0,Not_Canceled
INN11504,27,Male,14,0,Standard,2024,10,14,Offline,0,0,406,0,Canceled
INN11505,41,Female,22,2,Premium,2024,10,1,Online,0,0,786,1,Not_Canceled
INN11506,55,Female,2,1,Basic,2024,11,23,Online,0,0,121,1,Not_Canceled
INN11507,52,Female,22,6,Standard,2024,8,15,Online,0,0,886,1,Not_Canceled
INN11508,35,Male,10,6,Standard,2024,8,26,Online,0,0,212,1,Not_Canceled
INN11509,21,Male,9,2,Basic,2024,12,8,Online,0,0,526,3,Not_Canceled
INN11510,30,Female,16,9,Basic,2023,10,17,Offline,0,0,894,0,Not_Canceled
INN11511,21,Male,30,9,Standard,2024,9,22,Offline,0,0,121,0,Canceled
INN11512,60,Male,13,4,Basic,2024,5,16,Offline,0,0,265,0,Not_Canceled
INN11513,32,Female,12,3,Premium,2024,3,7,Online,0,0,332,0,Not_Canceled
INN11514,20,Male,2,5,Basic,2024,7,28,Online,0,0,312,1,Canceled
INN11515,39,Male,22,10,Premium,2024,9,3,Online,0,0,426,2,Not_Canceled
INN11516,29,Female,20,9,Standard,2024,7,15,Online,0,0,755,2,Not_Canceled
INN11517,37,Female,11,2,Standard,2024,10,16,Offline,0,0,327,0,Canceled
INN11518,43,Female,2,8,Premium,2024,7,7,Online,0,0,373,0,Not_Canceled
INN11519,24,Male,2,2,Basic,2024,2,25,Online,0,0,249,1,Not_Canceled
INN11520,27,Female,2,2,Standard,2024,9,3,Online,0,0,467,1,Canceled
INN11521,47,Female,10,10,Basic,2024,10,12,Online,0,0,231,0,Canceled
INN11522,65,Female,17,0,Basic,2023,9,28,Online,0,0,617,1,Canceled
INN11523,38,Female,9,0,Standard,2023,8,19,Online,0,0,294,2,Not_Canceled
INN11524,60,Male,26,6,Premium,2024,4,11,Online,0,0,181,0,Not_Canceled
INN11525,18,Female,15,8,Premium,2024,4,1,Corporate,0,0,936,0,Not_Canceled
INN11526,32,Male,29,7,Standard,2024,10,7,Offline,0,0,935,1,Not_Canceled
INN11527,39,Female,3,5,Standard,2024,3,26,Online,0,0,850,0,Canceled
INN11528,41,Male,18,10,Basic,2024,9,29,Online,0,0,885,1,Canceled
INN11529,58,Female,27,6,Basic,2024,6,26,Online,0,0,766,0,Not_Canceled
